0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
7,16
14,15
1,17
20,14
2,18
25,13
5,19
27,10
9,20
27,7
1,19
14,20
25,5
2,20
19,19
22,3
4,22
23,17
19,1
7,23
24,13
16,1
1,21
11,23
24,9
15,1
2,22
15,22
21,6
14,2
4,24
18,20
18,3
15,3
6,25
20,17
16,4
1,23
9,25
20,13
13,0
17,5
2,24
12,24
18,10
17,6
3,25
14,22
15,7
14,0
16,6
5,26
15,19
13,5
1,25
7,25
15,16
12,4
18,1
14,7
2,26
9,24
14,12
19,2
13,7
4,26
10,18
10,9
18,6
15,2
13,8
7,22
9,12
19,6
13,2
14,8
7,20
8,10
12,10
18,5
13,3
1,26
3,26
7,18
9,9
13,11
1,27
14,11
14,4
6,14
11,10
14,10
12,3
0,26
4,19
6,13
14,9
4,17
15,12
3,22
4,15
16,12
12,7
14,5
3,20
4,14
7,15
16,11
15,5
0,27
1,24
3,17
8,16
16,5
12,6
15,8
3,16
5,15
9,17
13,9
3,15
5,16
10,16
12,8
14,6
3,14
6,17
10,15
11,8
16,8
13,6
1,22
2,16
10,13
11,9
15,4
1,20
2,15
4,16
1,18
4,18
7,17
9,11
13,4
13,10
1,16
2,17
7,14
10,11
16,7
1,15
3,18
5,18
7,13
11,12
3,19
5,17
12,13
12,11
17,4
0,28
13,13
0,29
8,14
17,3
0,30
2,19
5,14
9,15
12,12
16,3
0,31
9,16
11,11
16,2
0,32
6,15
0,33
6,16
13,12
10,14
2,21
9,13
8,17
15,10
6,18
15,11
11,14
10,10
4,20
10,12
4,21
8,15
3,24
11,13
12,14
15,6
15,0
3,23
7,21
11,15
3,21
11,16
9,14
5,23
9,18
11,17
16,0
5,22
3,13
5,21
6,20
10,21
9,21
16,-1
12,16
15,-1
8,20
12,17
6,19
7,19
9,19
5,13
12,18
11,18
10,17
4,12
5,12
8,19
10,19
8,18
12,15
1,14
13,15
17,1
8,13
1,13
17,2
0,13
0,14
6,12
18,4
-1,15
6,11
-2,16
7,11
17,8
-2,17
7,12
16,9
-3,17
8,11
9,10
-4,17
-4,16
10,8
-3,16
-3,15
10,7
2,14
-2,14
11,7
-1,13
-2,13
12,9
11,6
-4,13
-8,13
-11,13
-1,14
-14,13
8,12
-17,12
-18,10
-18,9
-17,7
-15,4
-13,2
11,19
-12,0
-11,-3
-11,-5
-11,-8
-1,18
-12,-10
-2,18
-12,-12
-12,-14
-4,15
-5,14
-11,-14
-6,12
-10,-14
-7,11
-9,-13
-8,10
-7,-13
4,13
-10,10
-6,-12
-12,9
-4,-12
-13,9
-2,-13
-15,9
-1,-14
-16,8
0,-15
-1,19
1,-15
-3,19
1,-16
-5,19
-15,8
-6,18
-14,8
-8,16
-12,8
-9,14
-11,9
-9,12
-9,11
-12,10
-8,14
-13,10
-7,15
-6,16
-1,-15
-5,16
-2,-14
-3,-13
6,21
-1,17
-11,10
-2,15
-3,-14
8,21
-10,11
-4,-14
-5,-15
-9,13
-6,-16
6,22
-1,16
-7,14
-6,15
-7,-16
5,20
-5,15
-7,-15
-7,-14
-7,-12
-3,14
-4,14
-8,-12
4,23
-9,-12
-9,-11
-10,-11
-11,-11
-11,-10
-12,-9
-12,-8
-13,-8
-13,-7
-13,-6
-14,-6
-14,-5
-15,-4
-15,-3
-15,-2
-14,-1
-14,1
-14,2
-14,4
-14,5
-14,6
-14,7
-14,9
-14,10
-13,11
-12,12
-10,13
-1,20
-1,21
2,23
-2,19
-2,20
-2,21
-1,22
-3,21
-3,20
14,1
-5,17
-3,18
-5,18
-3,22
-4,18
-2,22
-2,23
-2,24
-1,23
-4,19
-4,20
-7,17
-6,17
-6,19
-6,14
-10,12
-11,12
-11,11
-7,13
-5,21
-6,13
-8,15
-5,20
-4,21
-4,22
-8,12
-7,12
-12,11
-10,14
-9,15
-17,15
-24,14
-29,12
-7,19
-32,9
-13,20
-31,6
-19,20
-28,3
-25,18
-24,1
-7,22
-29,14
-19,0
-11,23
-29,10
-16,0
-17,23
-27,6
-15,1
-3,23
-21,21
-22,2
-15,2
-6,25
-17,0
-16,3
-10,26
-25,14
-14,-2
-17,4
-14,25
-23,9
-12,-2
-18,5
-4,25
-18,23
-20,5
-13,-2
-17,5
-6,26
-20,20
-15,3
-15,-1
-16,6
-1,24
-9,27
-20,16
-12,1
-18,-1
-2,26
-12,26
-19,12
-11,1
-13,6
-4,27
-14,24
-12,7
-6,28
-16,21
-18,0
-1,26
-8,27
-15,17
-11,5
-18,1
-16,1
-13,7
-2,27
-11,4
-20,1
-3,28
-12,5
-20,0
-13,1
-5,28
-11,20
-10,8
-15,6
-1,27
-6,27
-11,17
-9,7
-18,6
-13,8
-2,28
-7,25
-19,6
-13,-1
-8,22
-8,11
-19,5
-12,-1
-1,28
-8,19
-5,25
-7,16
-16,11
-16,4
-5,23
-17,10
-13,3
-16,-1
-15,5
-12,3
-13,5
-3,26
-12,14
-14,14
-11,6
-1,29
-9,16
-13,13
-18,4
-15,7
-10,17
-12,6
-14,0
-11,16
-10,9
-15,0
-7,18
-17,9
-14,3
-8,18
-17,1
-17,2
-8,17
-14,12
-15,12
-16,2
-1,25
-11,14
-14,11
0,34
-12,15
0,36
-16,5
-16,9
-16,7
-10,16
-2,25
-6,20
-6,22
-16,-2
-4,23
-10,15
-12,13
-15,10
-6,21
-13,12
-16,-3
-3,24
-4,26
-8,21
-4,24
-5,22
-9,22
-9,23
-5,24
-8,23
-9,17
-13,16
-9,19
-13,17
-7,21
-10,20
-4,12
-10,22
-12,16
-10,23
-14,15
-5,13
-14,16
-11,19
-14,17
-9,18
-5,12
-11,22
-13,18
-13,15
-12,18
-11,18
-9,20
-10,19
-13,19
-12,19
-15,11
-9,21
-16,-4
-7,20
-17,6
-15,13
-17,8
-10,18
-12,17
-15,14
-17,-2
-15,15
-2,12
-11,15
-16,10
-18,2
-16,12
-19,4
-5,11
-5,10
-18,8
-6,11
-7,10
-7,9
-9,10
-8,9
-13,14
-8,8
-3,13
-9,8
-9,9
2,13
-10,21
19,9
21,7
22,5
13,-1
10,-2
8,-3
8,-5
10,-7
12,-9
14,-11
16,-13
16,-15
15,-15
13,-14
11,-12
9,-9
7,-8
7,-6
8,-6
10,-6
12,-8
14,-9
15,-10
-8,20
7,10
17,-11
6,10
15,9
16,-10
16,-8
14,-6
13,-4
12,-2
12,0
12,1
14,-1
13,-2
14,-3
14,-4
15,-5
16,-6
17,-6
17,-5
17,-4
15,-3
-3,12
14,-2
12,-1
11,-1
16,-2
17,-3
18,-3
17,-2
12,2
13,14
16,13
18,12
20,10
20,8
19,5
14,17
16,10
15,-2
16,-3
2,25
18,8
18,7
17,0
14,3
17,11
5,24
18,2
4,25
17,7
2,27
2,28
3,28
3,27
18,9
13,18
19,15
27,14
32,12
34,9
15,20
32,5
22,20
28,3
28,17
23,1
8,23
32,14
19,0
13,24
32,9
19,24
28,5
25,21
22,1
8,26
17,-1
12,27
28,13
17,26
25,8
4,27
21,23
20,4
7,28
23,19
11,28
22,15
14,27
11,0
21,2
4,29
17,24
20,3
6,29
12,5
1,28
9,28
17,16
10,4
2,29
11,27
11,4
21,1
20,1
13,20
8,27
9,6
3,30
20,6
10,22
1,29
5,28
8,8
1,30
6,26
9,8
18,11
6,23
17,9
11,3
15,13
17,13
13,16
13,1
14,16
14,14
0,37
1,31
0,38
1,37
1,36
1,33
14,13
2,30
3,29
9,22
6,28
6,27
12,20
6,24
12,22
15,14
11,22
16,15
7,24
12,21
5,11
13,22
13,23
15,15
12,23
16,16
11,21
12,19
16,17
15,17
13,17
4,11
11,20
13,19
8,22
16,14
17,12
14,18
8,9
7,9
-24,12
5,10
-37,9
-46,5
-50,0
-20,19
-47,-5
-34,20
-39,-8
-44,17
-30,-8
-49,11
-21,-7
-46,3
-24,23
-36,-5
-39,21
-22,-10
17,14
-48,16
18,15
-9,24
-48,9
-1,-13
-22,28
-41,2
2,-13
-20,8
-34,28
-29,-4
1,-14
-20,10
-10,25
-43,25
-16,-6
-18,11
-17,27
-45,18
-7,-6
-6,-14
-25,27
-40,11
-3,-5
-10,-13
-33,26
-30,5
-3,-6
-14,-11
-5,30
-37,22
-6,-9
-16,-8
10,20
-12,32
-36,16
-8,0
-11,-12
-17,-4
-20,31
-29,11
-3,0
-14,-15
-17,-1
-3,10
-26,28
-4,1
-16,-18
-2,11
-5,32
-29,22
-8,3
-8,1
-15,-19
-18,3
-12,34
-27,15
-1,1
-12,-18
10,28
-19,34
-22,7
4,4
-20,-2
-8,-16
5,31
-22,30
-26,-6
-5,-13
-2,34
-23,24
-13,-5
-29,-9
-4,-11
13,26
-10,34
-20,17
-27,-11
-5,-10
11,29
-16,32
-10,-9
7,33
-19,28
-10,-10
-14,-7
-13,-12
-13,4
1,34
-20,22
-10,4
-9,-10
-6,-3
-16,-13
-5,34
-9,4
-7,-10
-1,-1
-18,-13
9,30
-10,31
3,-3
-17,-10
-4,10
14,24
6,32
-14,26
-8,6
-17,-5
-4,9
13,27
2,33
-15,19
-6,4
-3,-15
14,-10
-5,9
14,21
-2,32
-6,5
-1,-16
19,-13
14,23
8,31
-5,29
-10,7
-8,7
22,-14
15,26
-7,24
-8,4
21,-13
14,28
-8,2
0,-14
19,-11
13,30
-9,2
-7,4
15,-8
-16,13
9,26
10,30
-3,25
-4,11
2,-14
-6,1
12,-5
10,27
7,29
-3,9
-17,3
5,-15
-8,-2
10,-1
11,24
13,29
-2,10
